ID,PART_DESCRIPTION,CAPACITY_mAh,NOMINAL_VOLTAGE_V,MAX_OPERATING_TEMP_C,MIN_OPERATING_TEMP_C,FORM_FACTOR,MAX_DISCHARGE_CURRENT_A,ANODE_MATERIAL,CATHODE_MATERIAL
B660,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,3.2,60.0,-10.0,Cylindrical,100.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B661,Solid-state battery prototype for aerospace,5000.0,3.6,60.0,-20.0,Prismatic,,Lithium Metal,Lithium Cobalt Oxide
B662,Compact LiFePO4 battery for solar storage,3000.0,3.7,,-10.0,Prismatic,2.0,Graphite,Lithium Cobalt Oxide
B663,High capacity lithium-ion cell for EVs,2500.0,24.0,70.0,-10.0,Pouch,10.0,Graphite,Lithium Iron Phosphate
B664,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,,50.0,-10.0,Prismatic,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B665,Nickel-metal hydride battery pack for hybrid vehicles,,3.7,70.0,0.0,Cylindrical,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,High capacity lithium-ion cell for EVs,2000.0,24.0,50.0,0.0,Prismatic,2.0,,Lithium Iron Phosphate
B667,Solid-state battery prototype for aerospace,2500.0,24.0,40.0,-20.0,Cylindrical,2.0,,Lithium Cobalt Oxide
B668,High capacity lithium-ion cell for EVs,1000.0,,40.0,0.0,Pouch,1.0,Graphite,Lithium Iron Phosphate
B669,Compact LiFePO4 battery for solar storage,5000.0,12.0,50.0,-10.0,Cylindrical,100.0,Graphite,Lithium Cobalt Oxide
B670,High capacity lithium-ion cell for EVs,3000.0,3.7,50.0,0.0,,2.0,Graphite,
B671,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,3.7,,-20.0,,1.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B672,High capacity lithium-ion cell for EVs,1000.0,3.2,,0.0,Prismatic,5.0,Graphite,Lithium Iron Phosphate
B673,Solid-state battery prototype for aerospace,,3.2,50.0,,Pouch,5.0,Lithium Metal,Lithium Cobalt Oxide
B674,Lead-acid deep cycle battery for UPS,,12.0,40.0,-10.0,Pouch,5.0,Lead,Lead Dioxide
B675,High capacity lithium-ion cell for EVs,2000.0,12.0,40.0,-20.0,Prismatic,,,
B676,Solid-state battery prototype for aerospace,,3.2,60.0,0.0,Prismatic,2.0,Lithium Metal,Lithium Cobalt Oxide
B677,Solid-state battery prototype for aerospace,3000.0,,,0.0,Pouch,50.0,Lithium Metal,Lithium Cobalt Oxide
B678,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.6,70.0,0.0,Pouch,100.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B679,Solid-state battery prototype for aerospace,2000.0,3.6,70.0,-10.0,Prismatic,2.0,Lithium Metal,Lithium Cobalt Oxide
B680,Solid-state battery prototype for aerospace,2000.0,,70.0,-20.0,Cylindrical,1.0,Lithium Metal,Lithium Cobalt Oxide
B681,Solid-state battery prototype for aerospace,3000.0,3.6,60.0,0.0,Prismatic,50.0,Lithium Metal,Lithium Cobalt Oxide
B682,Solid-state battery prototype for aerospace,10000.0,24.0,40.0,-10.0,Pouch,50.0,,Lithium Cobalt Oxide
B683,Compact LiFePO4 battery for solar storage,1000.0,12.0,70.0,-10.0,Prismatic,100.0,Graphite,Lithium Cobalt Oxide
,Compact LiFePO4 battery for solar storage,5000.0,12.0,40.0,-10.0,,50.0,Graphite,Lithium Cobalt Oxide
,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,3.2,60.0,0.0,Prismatic,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B686,High capacity lithium-ion cell for EVs,5000.0,3.7,50.0,0.0,Pouch,,Graphite,Lithium Iron Phosphate
B687,Solid-state battery prototype for aerospace,2000.0,3.2,50.0,0.0,Prismatic,5.0,Lithium Metal,Lithium Cobalt Oxide
B688,High capacity lithium-ion cell for EVs,5000.0,3.6,,0.0,Pouch,1.0,Graphite,Lithium Iron Phosphate
B689,High capacity lithium-ion cell for EVs,2500.0,3.7,70.0,0.0,Pouch,10.0,Graphite,Lithium Iron Phosphate
B690,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,3.6,50.0,0.0,Prismatic,100.0,Hydrogen-absorbing Alloy,
B691,Solid-state battery prototype for aerospace,5000.0,24.0,70.0,0.0,,100.0,Lithium Metal,Lithium Cobalt Oxide
B692,Solid-state battery prototype for aerospace,1000.0,,60.0,0.0,Pouch,2.0,Lithium Metal,Lithium Cobalt Oxide
B693,Lead-acid deep cycle battery for UPS,2500.0,24.0,60.0,0.0,Cylindrical,1.0,Lead,Lead Dioxide
B694,High capacity lithium-ion cell for EVs,,,70.0,-10.0,Cylindrical,100.0,Graphite,Lithium Iron Phosphate
B695,High capacity lithium-ion cell for EVs,1000.0,3.6,,0.0,Cylindrical,50.0,Graphite,Lithium Iron Phosphate
,Compact LiFePO4 battery for solar storage,5000.0,3.6,50.0,,Cylindrical,100.0,Graphite,Lithium Cobalt Oxide
B697,Lead-acid deep cycle battery for UPS,3000.0,24.0,50.0,-10.0,,100.0,,Lead Dioxide
B698,Compact LiFePO4 battery for solar storage,1000.0,3.7,50.0,0.0,,100.0,Graphite,Lithium Cobalt Oxide
B699,Compact LiFePO4 battery for solar storage,5000.0,24.0,70.0,-20.0,Pouch,100.0,Graphite,Lithium Cobalt Oxide
B700,Compact LiFePO4 battery for solar storage,1000.0,,60.0,,Pouch,5.0,Graphite,Lithium Cobalt Oxide
B701,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,24.0,50.0,-20.0,Pouch,5.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B702,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,3.7,60.0,-20.0,Prismatic,2.0,,
B703,Compact LiFePO4 battery for solar storage,5000.0,12.0,50.0,-20.0,Cylindrical,100.0,Graphite,Lithium Cobalt Oxide
B704,Lead-acid deep cycle battery for UPS,3000.0,3.2,50.0,,Pouch,1.0,Lead,Lead Dioxide
B705,High capacity lithium-ion cell for EVs,2000.0,,70.0,-10.0,Pouch,10.0,,Lithium Iron Phosphate
B706,Lead-acid deep cycle battery for UPS,1000.0,3.7,40.0,-10.0,Cylindrical,2.0,Lead,
B707,Solid-state battery prototype for aerospace,10000.0,24.0,,-20.0,Pouch,,Lithium Metal,Lithium Cobalt Oxide
,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,,,0.0,Prismatic,100.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B709,High capacity lithium-ion cell for EVs,1000.0,3.7,50.0,-20.0,Pouch,,Graphite,Lithium Iron Phosphate
B710,High capacity lithium-ion cell for EVs,5000.0,12.0,40.0,,Pouch,100.0,Graphite,Lithium Iron Phosphate
B711,Solid-state battery prototype for aerospace,5000.0,12.0,60.0,0.0,,5.0,Lithium Metal,Lithium Cobalt Oxide
B712,Solid-state battery prototype for aerospace,2000.0,3.2,60.0,-10.0,Pouch,10.0,Lithium Metal,Lithium Cobalt Oxide
,Compact LiFePO4 battery for solar storage,,12.0,50.0,,Pouch,50.0,,Lithium Cobalt Oxide
B714,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,,60.0,0.0,Prismatic,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B715,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,12.0,50.0,-20.0,,50.0,,Nickel Oxyhydroxide
B716,Lead-acid deep cycle battery for UPS,1000.0,3.7,40.0,-20.0,Cylindrical,10.0,Lead,
,Compact LiFePO4 battery for solar storage,,3.6,,-20.0,Prismatic,5.0,,
B718,Compact LiFePO4 battery for solar storage,1000.0,3.2,50.0,,Pouch,50.0,Graphite,Lithium Cobalt Oxide
B719,Compact LiFePO4 battery for solar storage,1000.0,12.0,40.0,0.0,Cylindrical,1.0,Graphite,Lithium Cobalt Oxide
B720,Compact LiFePO4 battery for solar storage,2000.0,3.7,70.0,,Cylindrical,50.0,Graphite,Lithium Cobalt Oxide
B721,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,,70.0,0.0,,2.0,Hydrogen-absorbing Alloy,
B722,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,3.2,40.0,-10.0,Pouch,1.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B723,Compact LiFePO4 battery for solar storage,10000.0,3.6,50.0,0.0,Cylindrical,,Graphite,Lithium Cobalt Oxide
B724,Lead-acid deep cycle battery for UPS,2000.0,3.7,50.0,-20.0,Pouch,100.0,,Lead Dioxide
B725,High capacity lithium-ion cell for EVs,1000.0,3.6,40.0,-10.0,Cylindrical,10.0,,Lithium Iron Phosphate
B726,High capacity lithium-ion cell for EVs,2000.0,,60.0,-20.0,Pouch,1.0,Graphite,Lithium Iron Phosphate
B727,Lead-acid deep cycle battery for UPS,5000.0,,,-20.0,Pouch,10.0,Lead,Lead Dioxide
B728,Compact LiFePO4 battery for solar storage,5000.0,12.0,,0.0,Prismatic,100.0,,Lithium Cobalt Oxide
B729,Nickel-metal hydride battery pack for hybrid vehicles,,3.7,50.0,0.0,Pouch,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,High capacity lithium-ion cell for EVs,10000.0,,50.0,-20.0,Prismatic,10.0,Graphite,Lithium Iron Phosphate
B731,Solid-state battery prototype for aerospace,1000.0,3.7,,-20.0,,100.0,Lithium Metal,
B732,Solid-state battery prototype for aerospace,2000.0,24.0,40.0,-10.0,Cylindrical,10.0,Lithium Metal,
B733,Lead-acid deep cycle battery for UPS,2000.0,3.6,60.0,0.0,Cylindrical,100.0,Lead,Lead Dioxide
,Compact LiFePO4 battery for solar storage,2000.0,3.2,60.0,-10.0,,2.0,Graphite,Lithium Cobalt Oxide
B735,High capacity lithium-ion cell for EVs,,3.7,70.0,-10.0,,100.0,Graphite,Lithium Iron Phosphate
B736,Compact LiFePO4 battery for solar storage,5000.0,3.7,,,Cylindrical,50.0,,Lithium Cobalt Oxide
B737,High capacity lithium-ion cell for EVs,10000.0,,,-20.0,Pouch,20.0,Graphite,Lithium Iron Phosphate
B738,Lead-acid deep cycle battery for UPS,3000.0,3.6,60.0,,Prismatic,,Lead,Lead Dioxide
B739,Lead-acid deep cycle battery for UPS,10000.0,3.6,50.0,-10.0,Prismatic,100.0,Lead,
,Solid-state battery prototype for aerospace,,,70.0,-20.0,Prismatic,100.0,Lithium Metal,Lithium Cobalt Oxide
B741,Compact LiFePO4 battery for solar storage,2500.0,,70.0,0.0,Prismatic,10.0,Graphite,
B742,Solid-state battery prototype for aerospace,2000.0,12.0,50.0,0.0,Prismatic,20.0,Lithium Metal,Lithium Cobalt Oxide
B743,Compact LiFePO4 battery for solar storage,2500.0,,40.0,-10.0,Pouch,,Graphite,Lithium Cobalt Oxide
,Solid-state battery prototype for aerospace,2500.0,3.7,70.0,-20.0,Pouch,100.0,,Lithium Cobalt Oxide
B745,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,3.2,70.0,0.0,Prismatic,1.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B746,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.7,40.0,-10.0,,2.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B747,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,12.0,,-10.0,Pouch,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B748,Nickel-metal hydride battery pack for hybrid vehicles,,3.6,70.0,-20.0,Prismatic,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B749,High capacity lithium-ion cell for EVs,,24.0,40.0,-10.0,,5.0,Graphite,
B750,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,,40.0,0.0,Pouch,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Lead-acid deep cycle battery for UPS,3000.0,3.2,60.0,-20.0,,20.0,Lead,Lead Dioxide
B752,Lead-acid deep cycle battery for UPS,10000.0,24.0,50.0,0.0,Prismatic,2.0,Lead,Lead Dioxide
B753,High capacity lithium-ion cell for EVs,5000.0,3.6,50.0,0.0,Pouch,50.0,,Lithium Iron Phosphate
B754,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,12.0,40.0,0.0,Cylindrical,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B755,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,24.0,,-10.0,,10.0,Hydrogen-absorbing Alloy,
B756,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,12.0,,-10.0,Prismatic,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B757,Solid-state battery prototype for aerospace,10000.0,12.0,60.0,0.0,Cylindrical,10.0,Lithium Metal,Lithium Cobalt Oxide
B758,Compact LiFePO4 battery for solar storage,2500.0,3.6,60.0,0.0,Prismatic,10.0,,Lithium Cobalt Oxide
B759,Solid-state battery prototype for aerospace,5000.0,3.7,40.0,-20.0,Cylindrical,5.0,Lithium Metal,
B760,Compact LiFePO4 battery for solar storage,1000.0,24.0,,-20.0,Cylindrical,20.0,Graphite,Lithium Cobalt Oxide
,Nickel-metal hydride battery pack for hybrid vehicles,,,70.0,,Cylindrical,10.0,Hydrogen-absorbing Alloy,
B762,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,12.0,50.0,-10.0,Prismatic,100.0,Hydrogen-absorbing Alloy,
B763,Solid-state battery prototype for aerospace,2000.0,3.6,50.0,-20.0,Prismatic,,Lithium Metal,Lithium Cobalt Oxide
B764,Solid-state battery prototype for aerospace,1000.0,,70.0,0.0,Pouch,10.0,Lithium Metal,Lithium Cobalt Oxide
B765,Compact LiFePO4 battery for solar storage,2000.0,24.0,50.0,-10.0,Prismatic,20.0,Graphite,Lithium Cobalt Oxide
B766,Lead-acid deep cycle battery for UPS,1000.0,3.7,40.0,0.0,Cylindrical,10.0,,Lead Dioxide
,Compact LiFePO4 battery for solar storage,10000.0,,70.0,,Cylindrical,5.0,Graphite,Lithium Cobalt Oxide
B768,Solid-state battery prototype for aerospace,2500.0,24.0,50.0,-10.0,Prismatic,2.0,Lithium Metal,
,Solid-state battery prototype for aerospace,3000.0,3.7,60.0,,,,Lithium Metal,
B770,High capacity lithium-ion cell for EVs,1000.0,12.0,70.0,-20.0,Prismatic,20.0,Graphite,Lithium Iron Phosphate
B771,Solid-state battery prototype for aerospace,2000.0,24.0,70.0,-10.0,Pouch,100.0,Lithium Metal,Lithium Cobalt Oxide
,High capacity lithium-ion cell for EVs,,24.0,60.0,-20.0,Cylindrical,2.0,,Lithium Iron Phosphate
B773,Lead-acid deep cycle battery for UPS,2500.0,3.6,40.0,-10.0,Pouch,2.0,Lead,Lead Dioxide
B774,Compact LiFePO4 battery for solar storage,10000.0,12.0,60.0,,Pouch,,Graphite,Lithium Cobalt Oxide
,Compact LiFePO4 battery for solar storage,3000.0,3.2,70.0,-10.0,Cylindrical,20.0,Graphite,Lithium Cobalt Oxide
B776,High capacity lithium-ion cell for EVs,,3.7,40.0,0.0,Cylindrical,100.0,Graphite,
,Compact LiFePO4 battery for solar storage,2500.0,3.6,50.0,0.0,Prismatic,20.0,,
B778,Solid-state battery prototype for aerospace,,,50.0,0.0,Prismatic,,Lithium Metal,Lithium Cobalt Oxide
,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,3.2,,-10.0,Pouch,2.0,,Nickel Oxyhydroxide
B780,High capacity lithium-ion cell for EVs,2500.0,3.2,70.0,-10.0,Prismatic,2.0,,Lithium Iron Phosphate
,Compact LiFePO4 battery for solar storage,5000.0,,,0.0,Prismatic,50.0,Graphite,Lithium Cobalt Oxide
B782,High capacity lithium-ion cell for EVs,2500.0,,40.0,0.0,Cylindrical,5.0,Graphite,
B783,High capacity lithium-ion cell for EVs,2500.0,3.7,50.0,-20.0,Cylindrical,10.0,Graphite,Lithium Iron Phosphate
B784,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,12.0,40.0,-20.0,Prismatic,5.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B785,Solid-state battery prototype for aerospace,2000.0,,70.0,-20.0,Cylindrical,20.0,Lithium Metal,Lithium Cobalt Oxide
B786,High capacity lithium-ion cell for EVs,3000.0,24.0,50.0,,Prismatic,1.0,Graphite,Lithium Iron Phosphate
B787,Compact LiFePO4 battery for solar storage,3000.0,3.7,,0.0,Cylindrical,10.0,Graphite,Lithium Cobalt Oxide
,Lead-acid deep cycle battery for UPS,1000.0,3.7,60.0,0.0,Cylindrical,1.0,,Lead Dioxide
B789,High capacity lithium-ion cell for EVs,3000.0,3.2,70.0,-20.0,Cylindrical,100.0,Graphite,Lithium Iron Phosphate
B790,High capacity lithium-ion cell for EVs,5000.0,,70.0,-10.0,Cylindrical,50.0,Graphite,Lithium Iron Phosphate
B791,Nickel-metal hydride battery pack for hybrid vehicles,,,60.0,0.0,Prismatic,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B792,Solid-state battery prototype for aerospace,1000.0,3.2,40.0,-10.0,Pouch,,Lithium Metal,Lithium Cobalt Oxide
B793,Lead-acid deep cycle battery for UPS,10000.0,3.6,60.0,-10.0,Cylindrical,20.0,Lead,Lead Dioxide
B794,Compact LiFePO4 battery for solar storage,2000.0,24.0,60.0,-10.0,Prismatic,1.0,,Lithium Cobalt Oxide
,Lead-acid deep cycle battery for UPS,2000.0,12.0,70.0,,Prismatic,1.0,Lead,Lead Dioxide
B796,Compact LiFePO4 battery for solar storage,3000.0,24.0,40.0,-10.0,Cylindrical,1.0,Graphite,Lithium Cobalt Oxide
B797,Solid-state battery prototype for aerospace,,12.0,50.0,0.0,Pouch,20.0,Lithium Metal,Lithium Cobalt Oxide
B798,Compact LiFePO4 battery for solar storage,10000.0,24.0,60.0,-20.0,Cylindrical,2.0,Graphite,
B799,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,3.7,40.0,0.0,Prismatic,1.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B800,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,3.6,60.0,0.0,Pouch,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,12.0,60.0,-20.0,,100.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B802,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.2,60.0,0.0,,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B803,Lead-acid deep cycle battery for UPS,,3.6,60.0,,Pouch,20.0,Lead,Lead Dioxide
,Solid-state battery prototype for aerospace,2500.0,3.2,70.0,-20.0,Prismatic,50.0,Lithium Metal,
B805,Compact LiFePO4 battery for solar storage,2000.0,3.6,40.0,,,5.0,Graphite,Lithium Cobalt Oxide
B806,Compact LiFePO4 battery for solar storage,2500.0,,40.0,,,100.0,Graphite,Lithium Cobalt Oxide
B807,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,24.0,,0.0,Cylindrical,5.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B808,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,12.0,,-10.0,Pouch,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B809,High capacity lithium-ion cell for EVs,3000.0,12.0,70.0,0.0,Cylindrical,,,Lithium Iron Phosphate
B810,Solid-state battery prototype for aerospace,1000.0,3.6,60.0,-20.0,Cylindrical,1.0,,Lithium Cobalt Oxide
B811,Lead-acid deep cycle battery for UPS,5000.0,3.7,60.0,-20.0,Cylindrical,20.0,Lead,Lead Dioxide
B812,Compact LiFePO4 battery for solar storage,3000.0,3.7,40.0,0.0,Pouch,50.0,Graphite,Lithium Cobalt Oxide
B813,High capacity lithium-ion cell for EVs,2500.0,3.2,,-20.0,Cylindrical,1.0,Graphite,Lithium Iron Phosphate
B814,High capacity lithium-ion cell for EVs,5000.0,3.2,50.0,,Cylindrical,50.0,Graphite,Lithium Iron Phosphate
B815,Compact LiFePO4 battery for solar storage,,24.0,60.0,-20.0,Cylindrical,20.0,Graphite,Lithium Cobalt Oxide
B816,Lead-acid deep cycle battery for UPS,10000.0,3.6,50.0,-10.0,,5.0,Lead,Lead Dioxide
B817,High capacity lithium-ion cell for EVs,10000.0,3.2,60.0,0.0,Prismatic,1.0,Graphite,Lithium Iron Phosphate
B818,High capacity lithium-ion cell for EVs,10000.0,3.2,70.0,-10.0,Cylindrical,10.0,Graphite,Lithium Iron Phosphate
B819,Solid-state battery prototype for aerospace,10000.0,3.6,70.0,-10.0,,,,Lithium Cobalt Oxide
B820,Lead-acid deep cycle battery for UPS,,24.0,40.0,0.0,,10.0,Lead,Lead Dioxide
B821,High capacity lithium-ion cell for EVs,1000.0,,60.0,-10.0,Pouch,2.0,Graphite,Lithium Iron Phosphate
,Lead-acid deep cycle battery for UPS,3000.0,24.0,50.0,0.0,Prismatic,100.0,Lead,Lead Dioxide
B823,Compact LiFePO4 battery for solar storage,2500.0,12.0,50.0,-10.0,Prismatic,50.0,Graphite,Lithium Cobalt Oxide
B824,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,24.0,60.0,0.0,Prismatic,1.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B825,High capacity lithium-ion cell for EVs,,3.7,50.0,0.0,Prismatic,1.0,Graphite,Lithium Iron Phosphate
B826,Solid-state battery prototype for aerospace,5000.0,3.7,70.0,,Pouch,100.0,Lithium Metal,Lithium Cobalt Oxide
,Compact LiFePO4 battery for solar storage,5000.0,,50.0,0.0,Cylindrical,2.0,Graphite,Lithium Cobalt Oxide
B828,Lead-acid deep cycle battery for UPS,5000.0,3.7,40.0,0.0,Prismatic,5.0,Lead,Lead Dioxide
B829,Compact LiFePO4 battery for solar storage,10000.0,12.0,70.0,-10.0,Pouch,20.0,Graphite,Lithium Cobalt Oxide
B830,High capacity lithium-ion cell for EVs,5000.0,3.6,70.0,0.0,Prismatic,10.0,Graphite,Lithium Iron Phosphate
B831,Lead-acid deep cycle battery for UPS,2000.0,3.7,70.0,-20.0,Cylindrical,,Lead,Lead Dioxide
B832,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,3.7,60.0,-10.0,Prismatic,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B833,Compact LiFePO4 battery for solar storage,3000.0,24.0,,-10.0,Pouch,100.0,Graphite,
,High capacity lithium-ion cell for EVs,10000.0,12.0,70.0,,,10.0,,Lithium Iron Phosphate
B835,Solid-state battery prototype for aerospace,2000.0,,60.0,-10.0,,10.0,Lithium Metal,Lithium Cobalt Oxide
,Lead-acid deep cycle battery for UPS,2500.0,24.0,50.0,-10.0,Cylindrical,50.0,Lead,Lead Dioxide
B837,Compact LiFePO4 battery for solar storage,2500.0,24.0,60.0,-10.0,,,Graphite,Lithium Cobalt Oxide
B838,Compact LiFePO4 battery for solar storage,5000.0,12.0,60.0,-10.0,Cylindrical,1.0,,Lithium Cobalt Oxide
B839,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,3.6,70.0,,Prismatic,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B840,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,12.0,40.0,-20.0,Pouch,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Solid-state battery prototype for aerospace,1000.0,3.6,40.0,-10.0,Pouch,20.0,,Lithium Cobalt Oxide
B842,Solid-state battery prototype for aerospace,3000.0,12.0,40.0,-10.0,,,,Lithium Cobalt Oxide
B843,High capacity lithium-ion cell for EVs,1000.0,24.0,50.0,-20.0,Cylindrical,,Graphite,Lithium Iron Phosphate
B844,High capacity lithium-ion cell for EVs,,24.0,60.0,-20.0,,,Graphite,Lithium Iron Phosphate
B845,Solid-state battery prototype for aerospace,2000.0,3.2,40.0,-20.0,Cylindrical,,Lithium Metal,
B846,Solid-state battery prototype for aerospace,,3.7,70.0,-10.0,Pouch,20.0,,Lithium Cobalt Oxide
B847,Lead-acid deep cycle battery for UPS,10000.0,12.0,40.0,-10.0,,5.0,,Lead Dioxide
B848,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,3.2,40.0,0.0,Prismatic,1.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B849,High capacity lithium-ion cell for EVs,,3.7,60.0,,,,Graphite,Lithium Iron Phosphate
B850,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,12.0,60.0,-10.0,Pouch,,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B851,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.6,60.0,-20.0,,5.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B852,Solid-state battery prototype for aerospace,3000.0,3.7,50.0,,Prismatic,2.0,,Lithium Cobalt Oxide
B853,Lead-acid deep cycle battery for UPS,5000.0,24.0,50.0,-20.0,Cylindrical,20.0,Lead,Lead Dioxide
B854,Compact LiFePO4 battery for solar storage,1000.0,3.2,40.0,-10.0,Cylindrical,5.0,Graphite,Lithium Cobalt Oxide
B855,Lead-acid deep cycle battery for UPS,3000.0,3.7,60.0,0.0,Prismatic,1.0,Lead,Lead Dioxide
,Lead-acid deep cycle battery for UPS,10000.0,3.7,,0.0,Prismatic,5.0,Lead,Lead Dioxide
B857,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,24.0,70.0,-20.0,Cylindrical,1.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Lead-acid deep cycle battery for UPS,10000.0,12.0,,-10.0,,100.0,Lead,
B859,High capacity lithium-ion cell for EVs,2500.0,3.6,60.0,,,20.0,,Lithium Iron Phosphate
B860,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,24.0,,,Pouch,,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B861,High capacity lithium-ion cell for EVs,3000.0,3.6,70.0,-10.0,Pouch,20.0,,
B862,Compact LiFePO4 battery for solar storage,1000.0,12.0,60.0,-20.0,Cylindrical,100.0,Graphite,Lithium Cobalt Oxide
B863,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,3.7,50.0,,Prismatic,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B864,Compact LiFePO4 battery for solar storage,2000.0,,50.0,-20.0,Cylindrical,10.0,Graphite,
B865,Nickel-metal hydride battery pack for hybrid vehicles,,3.2,60.0,,,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B866,Solid-state battery prototype for aerospace,3000.0,,70.0,,,20.0,Lithium Metal,Lithium Cobalt Oxide
B867,Lead-acid deep cycle battery for UPS,1000.0,24.0,40.0,-10.0,Pouch,2.0,Lead,Lead Dioxide
,Solid-state battery prototype for aerospace,5000.0,,60.0,0.0,Prismatic,20.0,Lithium Metal,Lithium Cobalt Oxide
B869,Compact LiFePO4 battery for solar storage,2000.0,,60.0,-10.0,Pouch,,Graphite,Lithium Cobalt Oxide
B870,Lead-acid deep cycle battery for UPS,10000.0,24.0,40.0,,Prismatic,100.0,Lead,
B871,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,24.0,60.0,0.0,Prismatic,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B872,Lead-acid deep cycle battery for UPS,3000.0,,40.0,-10.0,Prismatic,5.0,Lead,Lead Dioxide
,High capacity lithium-ion cell for EVs,3000.0,3.2,70.0,0.0,Prismatic,20.0,Graphite,
B874,Lead-acid deep cycle battery for UPS,10000.0,24.0,50.0,-10.0,Pouch,20.0,Lead,Lead Dioxide
B875,High capacity lithium-ion cell for EVs,,3.2,70.0,0.0,Pouch,,Graphite,
B876,Lead-acid deep cycle battery for UPS,5000.0,12.0,50.0,-20.0,Prismatic,,Lead,
